window_id,session_id,driver,stint_number,compound,lap,timestamp_start,timestamp_end,group_id,target_tdi,target_future_delta,mean_speed,speed_std,mean_throttle,mean_brake,track_temperature,air_temperature,humidity,rainfall,tyre_life,compound_code,residual_mean,residual_std,residual_abs_mean,residual_min,residual_max,residual_slope,residual_persistence,expected_acceleration_mean,expected_acceleration_std,actual_acceleration_mean,non_tyre_explanation_score,tyre_evidence_quality,drs_ratio,braking_ratio,transient_ratio,prior_tdi_baseline,baseline_tdi,baseline_tdi_trend_slope
W_00913,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5548.456,5550.548,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,4.85,2.86,90.9327,1.1617,100.0,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-0.3158,0.5868,0.4114,-1.802,0.709,0.0443,0.1333,2.0969,0.3389,1.7812,0.7105,0.2895,1.0,0.0,0.0,5.97,4.85,-0.0808
W_00914,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5549.216,5551.335,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,5.55,2.8,92.072,0.7964,100.0,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-0.4594,0.871,0.657,-2.1909,0.7645,-0.0741,0.2,1.7647,0.2321,1.3053,0.7195,0.2805,1.0,0.0,0.0,5.58,5.55,-0.0241
W_00915,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5550.016,5552.069,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,6.49,2.81,92.6755,0.3946,100.0,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-0.9469,1.0875,1.1444,-2.3197,0.7645,-0.1616,0.4,1.589,0.1149,0.6421,0.7577,0.2423,1.0,0.0,0.0,5.04,6.49,0.0877
W_00916,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5550.616,5552.609,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,7.71,1.86,92.8441,0.1628,100.0,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-1.4894,1.0779,1.6095,-2.7951,0.7645,-0.1144,0.6,1.5399,0.0474,0.0505,0.7721,0.2279,1.0,0.0,0.0,4.79,7.71,0.2334
W_00917,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5551.348,5553.176,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,8.35,2.24,92.7361,0.1816,100.0,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-1.8071,0.9839,1.8489,-2.7951,0.1766,-0.0302,0.7333,1.5713,0.0528,-0.2357,0.7713,0.2287,1.0,0.0,0.0,5.51,8.35,0.2311
W_00918,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5552.096,5554.056,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,9.3,0.58,92.5364,0.2128,100.0,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-1.9887,1.0034,2.0305,-3.1933,0.1766,-0.0505,0.8667,1.6294,0.062,-0.3593,0.7365,0.2635,1.0,0.0,0.0,6.94,9.3,0.1708
W_00919,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5552.696,5554.576,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,9.57,1.04,92.161,0.4922,89.9998,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-1.4719,2.3627,2.4916,-3.1933,5.9767,0.1891,0.9333,0.7083,2.6528,-0.7636,0.7103,0.2897,0.9333,0.0,0.0,7.59,9.57,0.1228
W_00920,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5553.429,5555.056,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,10.59,-0.65,91.1247,1.2878,56.8004,6.6667,43.6,29.7,42.0,0.0,8.0,1.0,0.9237,5.6639,3.6223,-3.1933,19.559,0.8817,1.0,-3.5227,6.9346,-2.5991,0.5887,0.4113,0.6,0.0667,0.0,8.76,10.59,0.1239
W_00921,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5554.089,5555.828,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,9.88,0.9,87.1177,5.6672,23.4671,40.0,43.6,29.7,42.0,0.0,8.0,1.0,2.026,6.1133,4.3846,-4.6734,19.559,0.2141,1.0,-11.4767,9.5876,-9.4506,0.5353,0.4647,0.2667,0.4,0.0,9.35,9.88,0.0665
W_00922,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5554.669,5556.416,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,10.61,0.27,77.5553,11.7317,0.134,73.3333,43.6,29.7,42.0,0.0,8.0,1.0,-0.2308,7.3989,5.6454,-8.7437,19.559,-1.1353,1.0,-17.6605,5.9882,-17.8914,0.4378,0.5622,0.0,0.7333,0.0,9.92,10.61,-0.0019
W_00923,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5555.256,5557.108,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,9.94,1.77,62.9362,14.8466,0.0,100.0,43.6,29.7,42.0,0.0,8.0,1.0,-3.2327,4.9158,5.2415,-8.7437,10.594,-0.5447,1.0,-19.9296,1.8512,-23.1623,0.4658,0.5342,0.0,1.0,0.0,10.47,9.94,0.0026
W_00924,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5555.936,5557.768,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,10.78,6.6,47.4751,12.4806,0.0,100.0,43.6,29.7,42.0,0.0,8.0,1.0,-3.1179,4.0914,4.2896,-8.7437,5.6434,0.7968,0.7333,-18.1957,1.2139,-21.3136,0.4097,0.5903,0.0,1.0,0.0,9.98,10.78,0.0474
W_00925,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5556.736,5558.375,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,10.88,10.07,35.4089,8.3021,0.0,100.0,43.6,29.7,42.0,0.0,8.0,1.0,1.8708,5.5119,4.5581,-6.0763,12.2976,1.1861,0.7333,-17.132,0.6047,-15.2612,0.4097,0.5903,0.0,1.0,0.0,10.89,10.88,0.0579
W_00926,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5557.268,5558.989,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,11.71,15.76,27.7221,5.1016,0.0,100.0,43.6,29.7,42.0,0.0,8.0,1.0,6.6171,4.8413,6.7064,-0.6697,14.0021,0.9887,0.7333,-16.6152,0.2929,-9.9981,0.4062,0.5938,0.0,1.0,0.0,10.28,11.71,0.0551
W_00927,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5557.895,5559.529,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,17.38,6.9,23.1163,2.9515,3.0718,66.6667,43.6,29.7,42.0,0.0,8.0,1.0,3.8822,8.2376,8.4137,-9.48,14.0021,-1.2308,1.0,-9.6791,9.9875,-5.7969,0.3178,0.6822,0.0,0.6667,0.0,10.82,17.38,0.406
W_00928,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5558.489,5560.376,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,20.95,3.33,21.2363,1.306,6.2848,46.6667,43.6,29.7,42.0,0.0,8.0,1.0,2.8825,10.0138,9.3081,-10.7632,21.1609,-0.2452,1.0,-4.9636,11.2891,-2.0811,0.2767,0.7233,0.0,0.4667,0.0,10.62,20.95,0.8745
W_00929,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5559.016,5561.016,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,27.47,-6.92,20.2231,0.9256,7.629,20.0,43.6,29.7,42.0,0.0,8.0,1.0,-1.2277,9.2057,7.9955,-10.7632,21.1609,0.5007,1.0,-0.0732,9.0509,-1.3009,0.1924,0.8076,0.0,0.2,0.0,12.1,27.47,0.9916
W_00930,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5559.656,5561.616,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,24.28,-5.44,19.9752,0.9968,11.2528,20.0,43.6,29.7,42.0,0.0,8.0,1.0,-1.1407,9.0716,7.9085,-10.7632,21.1609,-0.9426,1.0,1.7036,9.7865,0.5629,0.1808,0.8192,0.0,0.2,0.0,18.33,24.28,0.5126
W_00931,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5560.429,5562.216,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,24.28,-7.44,20.3687,1.5494,22.864,6.6667,43.6,29.7,42.0,0.0,8.0,1.0,-5.5533,5.142,7.1691,-9.9007,12.1187,-0.7249,1.0,7.5201,8.2418,1.9668,0.1219,0.8781,0.0,0.0667,0.0,21.35,24.28,-0.0013
W_00932,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5561.069,5562.788,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,20.55,-4.79,23.2472,3.8799,43.6703,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-6.2058,2.5524,6.2058,-9.9007,-2.2948,0.2484,1.0,12.9968,3.0682,6.791,0.1027,0.8973,0.0,0.0,0.0,26.94,20.55,-0.3036
W_00933,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5561.776,5563.568,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,18.84,-4.32,28.8475,5.985,65.6068,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-4.6644,3.1954,4.6644,-9.9007,-0.1191,0.6299,0.8667,14.6941,0.3486,10.0297,0.1091,0.8909,0.0,0.0,0.0,24.14,18.84,-0.4271
W_00934,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5562.328,5564.208,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,16.84,-3.07,36.0485,6.789,83.2243,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-3.1442,3.2314,3.1442,-13.387,-0.1191,-0.0791,0.7333,14.2267,0.4849,11.0825,0.1501,0.8499,0.0,0.0,0.0,24.28,16.84,-0.4931
W_00935,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5563.048,5564.788,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,15.76,-1.1,43.3396,6.2067,94.4072,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-2.6284,4.4952,2.9634,-13.387,1.0762,0.0057,0.5333,13.6677,0.5261,11.0393,0.1905,0.8095,0.0,0.0,0.0,20.79,15.76,-0.3663
W_00936,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5563.576,5565.496,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,14.52,0.31,50.4712,6.1021,99.1083,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-3.0399,4.6263,3.4237,-13.387,1.0762,0.0676,0.5333,13.0125,0.6037,9.9726,0.2448,0.7552,0.0,0.0,0.0,18.34,14.52,-0.2722
W_00937,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5564.336,5565.969,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,13.77,1.71,56.512,5.2538,100.0,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-3.0962,3.7153,3.48,-13.387,1.0762,-0.0514,0.6667,12.2195,0.8022,9.1234,0.2807,0.7193,0.0,0.0,0.0,17.26,13.77,-0.2342
W_00938,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5564.975,5566.629,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,14.66,0.14,61.8683,3.7197,100.0,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-3.469,1.8166,3.5177,-5.5265,0.2096,0.0197,0.8667,11.1227,1.0825,7.6537,0.2641,0.7359,0.0,0.0,0.0,15.38,14.66,-0.0454
W_00939,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5565.529,5567.296,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,14.83,0.02,66.0263,3.4738,100.0,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-3.4065,1.2022,3.4065,-4.9686,-0.75,0.093,0.9333,9.8492,1.2044,6.4427,0.265,0.735,0.0,0.0,0.0,14.09,14.83,0.0715
W_00940,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5566.209,5568.056,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,15.48,-0.53,69.8999,3.2107,100.0,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-2.7963,1.1242,2.7963,-4.4529,-0.75,0.0995,0.9333,8.5355,1.0603,5.7391,0.2308,0.7692,0.0,0.0,0.0,13.75,15.48,0.0937
W_00941,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5566.776,5568.728,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,14.8,0.25,73.3868,2.8377,100.0,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-2.7276,1.4474,2.84,-4.4529,0.843,-0.0246,0.8667,7.4005,0.9048,4.6729,0.2725,0.7275,0.0,0.0,0.0,14.7,14.8,0.0309
W_00942,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5567.456,5569.368,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,14.85,0.21,76.3629,2.4107,100.0,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-2.4285,1.4234,2.5409,-4.2842,0.843,0.037,0.9333,6.4605,0.751,4.032,0.2681,0.7319,0.0,0.0,0.0,15.2,14.85,-0.0279
W_00943,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5568.109,5569.848,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,14.95,-0.31,78.7265,1.822,100.0,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-2.674,1.5866,2.7864,-4.2842,0.843,0.0569,0.8667,5.7289,0.5586,3.0549,0.3037,0.6963,0.0,0.0,0.0,15.14,14.95,-0.0098
W_00944,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5568.736,5570.508,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,15.05,-1.32,80.6195,1.4412,100.0,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-2.3781,1.1826,2.3781,-4.267,-0.6673,-0.0116,0.8667,5.1519,0.4365,2.7738,0.2946,0.7054,0.0,0.0,0.0,15.01,15.05,-0.0098
W_00945,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5569.376,5571.188,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,15.06,-0.57,82.1055,1.1988,100.0,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-2.4011,1.0333,2.4011,-4.0018,-0.6673,0.0603,0.8667,4.7036,0.3598,2.3025,0.3065,0.6935,0.0,0.0,0.0,14.73,15.06,0.0111
W_00946,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5570.016,5571.669,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,14.64,1.12,83.4199,1.0374,100.0,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-2.2343,0.7674,2.2343,-3.3789,-0.6673,-0.0263,0.9333,4.3099,0.3096,2.0756,0.3171,0.6829,0.0,0.0,0.0,14.97,14.64,-0.0035
W_00947,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5570.616,5572.449,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,13.73,3.67,84.6377,1.099,100.0,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-2.0214,1.0219,2.0214,-3.429,-0.3406,0.0547,0.8,3.9476,0.3262,1.9262,0.3515,0.6485,0.0,0.0,0.0,15.0,13.73,-0.0778
W_00948,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5571.215,5573.096,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,14.49,3.07,85.644,0.8486,100.0,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-2.3559,1.1488,2.3559,-3.429,-0.3406,-0.0616,0.8,3.6492,0.251,1.2933,0.3594,0.6405,0.0,0.0,0.0,15.08,14.49,-0.067
W_00949,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5572.016,5573.776,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,15.76,1.12,86.3068,0.4037,100.0,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-2.7473,1.2925,2.7473,-4.4197,-0.3406,-0.1563,0.8,3.4532,0.1191,0.7059,0.3479,0.652,0.0,0.0,0.0,14.92,15.76,0.0759
W_00950,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5572.576,5574.496,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,17.4,-3.24,86.6063,0.1848,100.0,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-3.3752,0.757,3.3752,-4.4197,-1.957,-0.0235,1.0,3.3648,0.0545,-0.0104,0.3257,0.6743,0.0,0.0,0.0,13.73,17.4,0.2432
W_00951,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5573.269,5575.096,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,17.56,-5.87,86.6805,0.1305,100.0,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-3.446,0.6583,3.446,-4.4197,-2.1887,0.0115,1.0,3.3429,0.0385,-0.1031,0.3262,0.6738,0.0,0.0,0.0,14.71,17.56,0.2321
W_00952,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5574.089,5575.768,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,16.88,-6.36,86.4511,0.6373,85.6,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-3.0008,1.0892,3.0372,-4.12,0.273,0.1207,0.9333,1.818,3.5585,-1.1828,0.3277,0.6723,0.0,0.0,0.0,15.72,16.88,0.0797
W_00953,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5574.729,5576.496,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,14.16,-3.27,84.3149,3.8059,52.2667,33.3333,43.6,29.7,42.0,0.0,8.0,1.0,3.475,10.1121,7.4784,-3.347,22.454,2.0846,0.9286,-6.6785,11.4832,-2.1902,0.4341,0.563,0.0,0.3333,0.0,17.4,14.16,-0.1998
W_00954,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5575.328,5577.028,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,11.69,-0.09,76.6796,10.2079,18.9333,66.6667,43.6,29.7,42.0,0.0,8.0,1.0,3.1016,11.641,9.0592,-15.5582,22.454,-0.1895,0.9286,-14.4084,9.8242,-10.8457,0.4735,0.5236,0.0,0.6667,0.0,17.41,11.69,-0.4476
W_00955,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5575.896,5577.588,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,10.52,4.81,64.9853,13.0,0.0,100.0,43.6,29.7,42.0,0.0,8.0,1.0,2.807,12.1813,10.2514,-15.5582,22.454,-2.0559,1.0,-20.1359,1.6741,-17.2769,0.5014,0.4957,0.0,1.0,0.0,16.38,10.52,-0.4665
W_00956,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5576.548,5577.975,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,10.89,7.73,51.4845,10.6318,0.0,100.0,43.6,29.7,42.0,0.0,8.0,1.0,-2.7972,6.4514,5.6598,-15.5582,3.4606,0.228,1.0,-18.5423,1.1083,-21.3396,0.4154,0.5846,0.0,1.0,0.0,13.69,10.89,-0.1942
W_00957,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5577.108,5578.616,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,11.6,10.67,41.5826,7.6188,0.0,100.0,43.6,29.7,42.0,0.0,8.0,1.0,1.1674,5.9039,5.5692,-8.6617,9.0201,0.8934,1.0,-17.5867,0.6579,-16.4193,0.3944,0.6056,0.0,1.0,0.0,11.25,11.6,0.0396
W_00958,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5577.616,5579.369,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,15.33,5.95,34.2078,4.9046,1.8133,80.0,43.6,29.7,42.0,0.0,8.0,1.0,2.4962,6.2335,6.1717,-8.4125,10.5443,0.0378,1.0,-13.2572,7.813,-10.761,0.3407,0.6593,0.0,0.8,0.0,10.92,15.33,0.2364
W_00959,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5578.129,5580.016,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,18.62,1.24,30.6003,2.8218,15.3588,46.6667,43.6,29.7,42.0,0.0,8.0,1.0,0.6949,7.8421,7.1115,-12.364,10.5443,-1.3368,1.0,-3.392,13.2319,-2.6971,0.2509,0.7492,0.0,0.4667,0.0,10.76,18.62,0.6292
W_00960,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5578.849,5580.736,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,22.27,-4.77,29.7421,1.5607,23.5609,13.3333,43.6,29.7,42.0,0.0,8.0,1.0,-3.8577,6.9818,6.6631,-14.0545,10.5443,-0.8253,1.0,4.3435,9.4634,0.4858,0.1583,0.8417,0.0,0.1333,0.0,11.77,22.27,0.7454
W_00961,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5579.496,5581.336,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,21.28,-5.9,31.324,2.0758,43.4343,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-6.8446,4.1243,6.8446,-14.0545,-1.1348,-0.1476,1.0,10.9582,4.2586,4.1136,0.1051,0.895,0.0,0.0,0.0,16.53,21.28,0.4417
W_00962,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5580.256,5582.068,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,19.86,-5.36,34.7672,3.7354,60.0852,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-5.7363,3.5932,5.7363,-14.0545,-1.3237,0.1648,1.0,11.5659,4.3863,5.8297,0.1253,0.8747,0.0,0.0,0.0,18.94,19.86,-0.0162
W_00963,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5580.889,5582.588,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,17.5,-2.72,39.5461,5.3804,85.2163,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-4.9299,2.902,5.1167,-9.3131,1.4011,0.4055,1.0,13.9847,0.4196,9.0549,0.1717,0.8283,0.0,0.0,0.0,22.31,17.5,-0.34
W_00964,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5581.369,5583.296,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,15.38,-0.3,46.0283,5.8395,96.863,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-2.9554,2.6141,3.5948,-7.883,1.7357,0.0431,1.0,13.4369,0.5247,10.4815,0.2217,0.7783,0.0,0.0,0.0,20.29,15.38,-0.3905
W_00965,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5582.096,5583.976,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,14.5,-0.24,52.7602,5.8619,100.0,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-2.4334,2.8586,3.142,-7.883,1.7357,0.1443,0.8667,12.7307,0.7071,10.2973,0.2517,0.7483,0.0,0.0,0.0,19.72,14.5,-0.3813
W_00966,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5582.768,5584.408,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,14.78,-2.04,58.8776,4.876,100.0,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-2.5615,2.3977,3.0833,-6.1643,1.7357,-0.2704,0.8667,11.7255,1.0125,9.164,0.2517,0.7483,0.0,0.0,0.0,17.48,14.78,-0.1762
W_00967,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5583.408,5585.009,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,15.08,-3.45,63.5987,3.3446,100.0,0.0,43.6,29.7,42.0,0.0,8.0,1.0,-2.9952,2.0291,3.0643,-6.1643,0.4674,-0.1385,0.8,10.6162,1.0607,7.621,0.2437,0.7563,0.0,0.0,0.0,15.53,15.08,0.0113
W_00968,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5584.068,5585.629,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,14.26,3.71,66.3322,2.1566,73.3333,26.6667,43.6,29.7,42.0,0.0,8.0,1.0,0.1949,7.9414,5.3715,-6.1643,25.2622,1.0626,0.8667,1.8253,13.3571,2.0202,0.3053,0.6947,0.0,0.2667,0.0,14.6,14.26,0.004
W_00969,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5584.588,5586.336,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,12.74,9.29,64.1946,5.0905,40.0,60.0,43.6,29.7,43.0,0.0,8.0,1.0,3.0628,7.6071,5.653,-5.9007,25.2622,0.7634,0.8667,-8.0356,14.2262,-4.9728,0.3486,0.6514,0.0,0.6,0.0,14.91,12.74,-0.199
W_00970,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5585.016,5586.909,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,11.63,11.38,58.5745,7.5671,6.6775,80.0,43.6,29.7,43.0,0.0,8.0,1.0,5.5314,7.1047,6.5977,-4.4596,25.2622,-0.4379,0.9333,-15.2016,8.6212,-9.6702,0.4093,0.5907,0.0,0.8,0.0,15.01,11.63,-0.2884
W_00971,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5585.696,5587.576,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,17.97,0.19,51.7156,4.8491,9.5495,53.3333,43.6,29.7,43.0,0.0,8.0,1.0,0.4691,7.2344,6.0936,-12.9661,11.441,-1.151,1.0,-9.2337,10.7505,-8.7647,0.2905,0.7096,0.0,0.5333,0.0,13.83,17.97,0.234
W_00972,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5586.496,5588.328,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,22.03,-5.47,48.5405,1.5504,35.2215,20.0,43.6,29.7,43.0,0.0,8.0,1.0,-3.7985,7.2049,7.2117,-12.9661,11.441,-1.2964,1.0,1.2578,11.3427,-2.5407,0.1929,0.8072,0.0,0.2,0.0,12.0,22.03,0.8665
W_00973,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,8,5587.056,5588.896,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,23.01,-6.57,49.1436,2.1782,67.928,0.0,43.6,29.7,43.0,0.0,8.0,1.0,-7.8658,3.5334,7.8658,-12.9661,-1.4322,-0.2837,1.0,9.5641,5.0774,1.6983,0.1319,0.8683,0.0,0.0,0.0,12.34,23.01,0.7695
