window_id,session_id,driver,stint_number,compound,lap,timestamp_start,timestamp_end,group_id,target_tdi,target_future_delta,mean_speed,speed_std,mean_throttle,mean_brake,track_temperature,air_temperature,humidity,rainfall,tyre_life,compound_code,residual_mean,residual_std,residual_abs_mean,residual_min,residual_max,residual_slope,residual_persistence,expected_acceleration_mean,expected_acceleration_std,actual_acceleration_mean,non_tyre_explanation_score,tyre_evidence_quality,drs_ratio,braking_ratio,transient_ratio,prior_tdi_baseline,baseline_tdi,baseline_tdi_trend_slope
W_00000,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4941.726,4943.494,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,5.29,-0.49,5.1936,4.8175,20.0942,33.3333,42.5,29.2,41.0,0.0,1.0,1.0,-3.7593,3.954,4.3396,-12.0717,3.6211,-0.4279,0.7857,10.2642,7.362,7.2486,0.5319,0.3181,1.0,0.3333,0.0,0.0,5.29,0.2887
W_00001,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4942.214,4944.228,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,5.54,-1.11,11.2927,6.177,31.7354,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-4.7039,2.7249,4.7039,-12.0717,-2.2547,0.3657,1.0,15.3813,0.1471,10.6774,0.4,0.35,1.0,0.0,0.0,4.35,5.54,0.0986
W_00002,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4942.968,4944.808,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,5.19,-0.72,18.8598,7.02,55.0434,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-3.3121,2.454,3.6737,-9.479,2.7119,0.3713,1.0,15.1473,0.2682,11.8351,0.3984,0.3469,1.0,0.0,0.0,5.09,5.19,0.0139
W_00003,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4943.548,4945.414,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,4.8,0.05,27.2968,7.7105,78.7896,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-1.5259,2.8211,3.1418,-4.3877,3.2716,0.3338,1.0,14.7562,0.4119,13.2303,0.4547,0.3409,1.0,0.0,0.0,5.41,4.8,-0.0627
W_00004,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4944.348,4946.253,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,4.43,1.37,35.8053,7.2303,95.1484,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-1.2274,2.7201,2.8433,-4.3877,3.2716,0.0949,0.9333,14.2379,0.5067,13.0104,0.5047,0.3409,1.0,0.0,0.0,5.44,4.43,-0.0792
W_00005,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4944.974,4946.773,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,4.47,1.27,43.7566,6.359,99.7086,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-3.0611,4.6369,4.3154,-12.903,3.2716,-0.7311,0.9333,13.6303,0.5416,10.5692,0.5563,0.3306,1.0,0.0,0.0,5.07,4.47,-0.0579
W_00006,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4945.648,4947.509,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,4.85,0.78,50.3031,5.2971,100.0,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-4.6435,5.4212,5.6492,-12.903,3.83,-0.4336,0.9333,13.0399,0.5121,8.3964,0.5809,0.3191,1.0,0.0,0.0,4.74,4.85,-0.0074
W_00007,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4946.268,4948.229,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,5.8,-0.5,56.3475,5.1054,100.0,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-3.4964,8.8419,8.3575,-12.903,15.3256,0.5972,1.0,12.1658,1.0379,8.6694,0.6143,0.3057,1.0,0.0,0.0,4.24,5.8,0.1227
W_00008,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4946.934,4948.854,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,5.74,-0.72,62.1717,5.6539,100.0,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-2.0786,8.0268,6.9398,-12.37,15.3256,0.0251,1.0,10.8285,1.577,8.7499,0.5809,0.3191,1.0,0.0,0.0,4.42,5.74,0.1391
W_00009,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4947.614,4949.614,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,5.63,-0.2,67.7041,4.8814,100.0,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-1.409,6.7105,5.2644,-12.37,15.3256,-0.3993,0.9333,9.2215,1.537,7.8124,0.5402,0.3367,1.0,0.0,0.0,5.2,5.63,0.0233
W_00010,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4948.334,4950.428,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,5.3,-0.6,72.0866,2.8882,100.0,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-3.1277,1.1289,3.1277,-4.7065,-0.9162,-0.0611,0.9333,7.8184,0.9361,4.6907,0.5374,0.3409,1.0,0.0,0.0,6.01,5.3,-0.0665
W_00011,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4949.128,4951.054,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,5.02,-0.06,75.2253,2.3132,100.0,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-2.5877,1.4196,2.5877,-4.7065,-0.4401,0.0566,0.8,6.8154,0.7252,4.2277,0.5585,0.3409,1.0,0.0,0.0,5.74,5.02,-0.0609
W_00012,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4949.774,4951.648,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,5.43,-1.28,77.5741,1.9278,96.2,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-2.4186,1.9131,2.7891,-4.7065,2.779,0.1813,0.8667,5.6377,1.9596,3.2191,0.5838,0.3389,1.0,0.0,0.0,5.3,5.43,0.0111
W_00013,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4950.534,4952.174,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,4.7,-0.78,78.6595,1.1049,62.8667,33.3333,42.5,29.2,41.0,0.0,1.0,1.0,3.8491,8.9104,6.6618,-4.242,23.5403,1.5356,0.8667,-3.9225,12.8088,-0.0734,0.6758,0.2754,1.0,0.3333,0.0,5.27,4.7,-0.0121
W_00014,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4951.168,4952.708,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,4.96,-1.36,74.5344,7.2435,29.5333,66.6667,42.5,29.2,41.0,0.0,1.0,1.0,-1.0966,13.7142,11.6076,-19.5229,23.5403,-1.1498,1.0,-12.6052,11.9663,-13.7018,0.7405,0.2396,1.0,0.6667,0.0,5.22,4.96,-0.0409
W_00015,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4951.734,4953.373,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,4.15,0.89,64.1846,13.0662,0.0,100.0,42.5,29.2,41.0,0.0,1.0,1.0,-3.1217,14.7547,14.0407,-19.5229,23.5403,-2.0922,1.0,-20.0364,1.5978,-23.1581,0.7917,0.2083,1.0,1.0,0.0,5.35,4.15,-0.0637
W_00016,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4952.248,4954.169,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,3.92,3.91,49.3867,13.7686,0.0,100.0,42.5,29.2,41.0,0.0,1.0,1.0,-7.8813,8.7646,9.4427,-19.5229,5.839,1.5353,0.8667,-18.41,1.381,-26.2913,0.748,0.252,1.0,1.0,0.0,4.52,3.92,-0.0816
W_00017,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4952.848,4954.774,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,3.6,7.05,35.9829,10.2736,0.0,100.0,42.5,29.2,41.0,0.0,1.0,1.0,-0.3075,7.7881,6.1841,-15.2204,9.4361,1.2798,0.8,-17.2081,0.7772,-17.5156,0.7241,0.2759,1.0,1.0,0.0,4.8,3.6,-0.0875
W_00018,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4953.589,4956.254,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,5.04,5.31,26.2631,6.425,3.9846,73.3333,42.5,29.2,41.0,0.0,1.0,1.0,1.5065,5.5497,4.7534,-7.2645,9.4361,-0.3708,0.8,-10.4457,9.934,-8.9392,0.6275,0.3092,1.0,0.7333,0.0,4.03,5.04,0.0402
W_00019,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4954.174,4956.948,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,7.83,0.9,21.4736,2.9887,6.003,53.3333,42.5,29.2,41.0,0.0,1.0,1.0,2.17,6.8079,6.3571,-7.2645,13.0667,-0.4656,0.9333,-6.106,9.3036,-3.936,0.6001,0.3214,1.0,0.5333,0.0,3.94,7.83,0.2872
W_00020,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4955.788,4957.574,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,10.65,-4.06,19.0775,0.7759,7.1163,20.0,42.5,29.2,41.0,0.0,1.0,1.0,-0.5482,5.9481,4.9964,-7.2645,13.0667,-0.1588,1.0,-0.1999,5.9401,-0.7481,0.5048,0.3333,1.0,0.2,0.0,3.69,10.65,0.5529
W_00021,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4956.414,4958.508,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,10.35,-5.49,19.3001,1.0362,12.607,13.3333,42.5,29.2,41.0,0.0,1.0,1.0,-2.5982,6.5841,5.8845,-13.3657,13.0667,-1.238,1.0,3.1206,7.3872,0.5224,0.4681,0.3333,1.0,0.1333,0.0,5.29,10.35,0.3947
W_00022,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4957.054,4959.054,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,8.73,-4.56,21.1259,3.2602,31.1934,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-4.234,6.1201,6.4972,-13.3657,7.6334,-0.0516,1.0,9.4151,6.1361,5.181,0.4,0.35,1.0,0.0,0.0,8.78,8.73,-0.0211
W_00023,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4957.768,4959.688,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,6.59,-2.44,26.0268,5.5168,58.5291,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-4.5685,6.0205,6.5953,-13.3657,7.6334,0.4712,0.8667,13.8272,1.7699,9.2587,0.4314,0.35,1.0,0.0,0.0,10.81,6.59,-0.3258
W_00024,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4958.614,4960.414,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,4.86,-0.56,32.9419,6.7961,81.8538,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-1.7411,5.1448,4.1264,-13.3602,7.6334,0.1552,0.8,14.4363,0.4455,12.6952,0.4927,0.3433,1.0,0.0,0.0,10.52,4.86,-0.4174
W_00025,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4959.248,4960.989,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,4.17,0.28,40.8248,6.8706,94.5824,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-1.7568,1.8913,2.1152,-5.5542,1.029,0.0824,0.8,13.8664,0.5499,12.1096,0.5094,0.3433,1.0,0.0,0.0,7.93,4.17,-0.2738
W_00026,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4959.853,4961.614,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,4.15,0.49,48.0501,5.9977,99.4667,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-2.0029,2.1315,2.3613,-6.603,1.029,-0.2996,0.9333,13.2489,0.551,11.246,0.528,0.3367,1.0,0.0,0.0,6.3,4.15,-0.1485
W_00027,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4960.589,4962.188,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,4.3,0.23,54.4828,4.831,100.0,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-2.5941,2.6418,3.0442,-6.653,1.7772,-0.1495,1.0,12.5487,0.6229,9.9546,0.55,0.33,1.0,0.0,0.0,4.64,4.3,-0.0304
W_00028,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4961.134,4962.768,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,4.45,0.08,59.5399,4.1317,100.0,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-2.9806,2.9244,3.4308,-6.653,1.7772,-0.0546,0.9333,11.6588,0.9391,8.6782,0.5667,0.3233,1.0,0.0,0.0,4.2,4.45,0.032
W_00029,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4961.709,4963.334,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,4.64,-0.22,64.1075,3.5593,100.0,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-3.0814,2.9932,3.5316,-8.852,1.7772,-0.2413,0.9333,10.4723,1.1837,7.3909,0.5756,0.3244,1.0,0.0,0.0,3.99,4.64,0.0438
W_00030,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4962.254,4964.174,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,4.53,0.3,68.0647,3.5338,100.0,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-2.7416,2.3504,2.7466,-8.852,0.0376,0.1615,0.8,9.1526,1.1923,6.411,0.5643,0.3311,1.0,0.0,0.0,4.46,4.53,0.012
W_00031,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4962.894,4964.774,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,4.53,0.59,71.8975,3.1722,100.0,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-2.739,2.019,2.744,-8.852,0.0376,-0.0098,0.8667,7.882,1.0253,5.143,0.5956,0.319,1.0,0.0,0.0,4.45,4.53,-0.0099
W_00032,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4963.428,4965.408,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,4.42,0.97,74.9558,2.5159,100.0,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-2.2553,1.3037,2.2604,-4.712,0.0376,-0.1348,0.8667,6.9017,0.7967,4.6464,0.6035,0.3174,1.0,0.0,0.0,4.64,4.42,-0.0081
W_00033,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4964.208,4966.008,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,4.83,0.69,77.3627,1.6505,100.0,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-2.7415,1.0389,2.7415,-4.712,-1.0943,0.0395,1.0,6.1475,0.5097,3.4059,0.6165,0.3188,1.0,0.0,0.0,4.3,4.83,0.031
W_00034,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4964.808,4966.689,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,5.12,0.58,79.2483,1.6406,100.0,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-2.4639,0.877,2.4639,-4.712,-1.0943,-0.0062,1.0,5.569,0.5002,3.1051,0.5983,0.3375,1.0,0.0,0.0,4.45,5.12,0.0523
W_00035,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4965.414,4967.374,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,5.39,0.19,81.0083,1.5182,100.0,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-2.4814,0.7753,2.4814,-3.5998,-1.0943,0.0156,1.0,5.0347,0.4587,2.5532,0.5986,0.3447,1.0,0.0,0.0,4.5,5.39,0.0693
W_00036,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4966.053,4968.109,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,5.52,-0.17,82.618,1.2698,100.0,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-2.3899,0.6711,2.3899,-3.5998,-1.3626,0.009,1.0,4.5501,0.3806,2.1602,0.6151,0.3387,1.0,0.0,0.0,4.98,5.52,0.0436
W_00037,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4966.814,4968.574,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,5.7,-0.36,83.9551,1.0696,100.0,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-2.431,0.8833,2.431,-3.757,-1.3626,-0.0094,1.0,4.1505,0.3186,1.7195,0.6258,0.3387,1.0,0.0,0.0,5.23,5.7,0.0186
W_00038,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4967.389,4969.414,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,5.58,0.02,85.1428,0.9641,100.0,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-2.1998,0.8847,2.1998,-3.757,-0.1243,0.0116,0.9333,3.7976,0.2857,1.5978,0.6353,0.3387,1.0,0.0,0.0,5.39,5.58,0.0046
W_00039,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4968.134,4970.148,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,5.35,0.33,86.3042,1.01,100.0,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-1.7061,1.2017,1.8214,-3.757,0.4583,0.1242,0.8,3.4543,0.2979,1.7482,0.6304,0.35,1.0,0.0,0.0,5.51,5.35,0.0017
W_00040,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4968.734,4970.694,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,5.34,-0.97,87.3907,0.9342,100.0,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-1.5245,1.024,1.6398,-2.857,0.4583,-0.0087,0.8,3.1341,0.2749,1.6096,0.6392,0.35,1.0,0.0,0.0,5.52,5.34,-0.0054
W_00041,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4969.608,4971.448,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,5.6,-2.6,88.2841,0.6382,100.0,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-1.5765,0.9211,1.6919,-2.857,0.4583,-0.0793,0.8667,2.8715,0.1874,1.2949,0.6463,0.3495,1.0,0.0,0.0,5.79,5.6,-0.0066
W_00042,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4970.334,4971.948,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,5.68,-3.07,88.668,0.4061,78.2381,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-0.7844,2.4229,2.1466,-2.857,6.8887,0.3444,0.9333,0.4451,4.1781,-0.3392,0.6594,0.3292,1.0,0.0,0.0,5.29,5.68,0.0185
W_00043,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4970.868,4972.468,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,4.37,-1.49,87.2317,2.6294,44.9048,33.3333,42.5,29.2,41.0,0.0,1.0,1.0,3.5928,6.7632,5.2647,-1.973,17.1501,1.138,0.8667,-8.0878,11.0626,-4.495,0.7581,0.2313,1.0,0.3333,0.0,5.54,4.37,-0.0671
W_00044,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4971.454,4973.229,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,3.0,0.24,81.767,7.5659,11.5714,66.6667,42.5,29.2,41.0,0.0,1.0,1.0,4.8129,6.9228,5.9365,-3.1617,17.1501,-0.1067,0.7333,-15.9864,8.7868,-11.1735,0.7951,0.1943,1.0,0.6667,0.0,5.62,3.0,-0.2052
W_00045,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4972.054,4973.734,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,2.61,2.82,71.1989,11.7665,0.0,100.0,42.5,29.2,41.0,0.0,1.0,1.0,4.7699,8.5407,7.6907,-15.771,17.1501,-0.8937,0.7333,-20.9341,1.6201,-16.1642,0.8187,0.1813,1.0,1.0,0.0,5.53,2.61,-0.2257
W_00046,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4972.574,4974.609,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,2.88,4.2,57.878,12.3245,0.0,100.0,42.5,29.2,41.0,0.0,1.0,1.0,0.4286,7.0528,5.4888,-15.771,13.7708,-0.2201,0.8,-19.2646,1.4365,-18.836,0.7665,0.2335,1.0,1.0,0.0,4.24,2.88,-0.0815
W_00047,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4973.334,4975.214,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,3.24,5.82,45.0639,9.8491,0.0,100.0,42.5,29.2,41.0,0.0,1.0,1.0,1.5473,7.006,6.3394,-15.771,8.1233,0.6054,0.9333,-17.9199,0.8925,-16.3727,0.7562,0.2438,1.0,1.0,0.0,2.82,3.24,0.0349
W_00048,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4973.949,4976.014,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,5.43,1.8,35.8843,6.6211,1.12,80.0,42.5,29.2,41.0,0.0,1.0,1.0,1.5092,6.4941,6.0966,-8.4082,12.8683,0.2372,1.0,-13.6281,7.3691,-12.1189,0.6962,0.2605,1.0,0.8,0.0,2.57,5.43,0.1414
W_00049,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4974.654,4976.654,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,7.08,-0.97,31.1359,2.6268,10.0583,46.6667,42.5,29.2,41.0,0.0,1.0,1.0,1.2256,6.7524,6.041,-8.6793,12.8683,-0.6594,0.9333,-5.2012,11.3487,-3.9756,0.572,0.3061,1.0,0.4667,0.0,2.83,7.08,0.3434
W_00050,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4975.374,4977.388,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,9.06,-4.06,30.1821,1.253,13.3757,13.3333,42.5,29.2,41.0,0.0,1.0,1.0,-1.0901,5.809,4.5456,-8.6793,12.8683,-0.3646,0.8,1.0825,8.0076,-0.0077,0.4636,0.3333,1.0,0.1333,0.0,3.39,9.06,0.4493
W_00051,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4976.168,4978.054,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,7.23,-2.74,31.7334,2.1839,34.8332,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-3.7599,4.0813,4.4228,-8.6793,2.4505,-0.228,0.8,7.6588,5.4922,3.8989,0.4126,0.35,1.0,0.0,0.0,5.92,7.23,0.187
W_00052,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4976.968,4978.494,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,6.11,-1.33,35.1376,3.9783,58.4349,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-3.4534,3.3098,3.5192,-8.1639,0.188,0.0768,0.6667,9.8063,6.06,6.3529,0.4625,0.3443,1.0,0.0,0.0,7.99,6.11,-0.2083
W_00053,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4977.414,4979.054,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,5.0,0.18,40.0923,5.2231,88.4509,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-3.6711,2.9242,3.6868,-8.1639,0.0829,0.4792,0.8,13.6695,0.9401,9.9983,0.4936,0.3443,1.0,0.0,0.0,9.23,5.0,-0.3237
W_00054,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4978.128,4979.969,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,4.49,1.32,46.475,5.6669,99.2067,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-2.6503,1.5078,2.6659,-4.4253,0.0829,-0.1106,0.8,13.3984,0.5199,10.7481,0.5213,0.3443,1.0,0.0,0.0,6.99,4.49,-0.1953
W_00055,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4978.648,4980.414,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,4.78,1.22,52.497,5.2284,100.0,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-3.2728,2.0079,3.2939,-7.3537,0.1584,-0.0317,0.8667,12.818,0.5337,9.5452,0.5167,0.3433,1.0,0.0,0.0,5.58,4.78,-0.0603
W_00056,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4979.308,4980.974,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,5.18,0.07,57.804,3.8806,100.0,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-4.2029,2.1033,4.224,-7.3537,0.1584,-0.0773,0.8667,12.0803,0.6865,7.8774,0.5333,0.3367,1.0,0.0,0.0,4.82,5.18,0.0391
W_00057,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4979.974,4981.574,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,5.81,0.11,61.7713,3.0096,100.0,0.0,42.5,29.2,41.0,0.0,1.0,1.0,-4.9714,2.1906,4.9925,-7.3537,0.1584,-0.1351,0.8667,11.203,0.8986,6.2316,0.5333,0.3367,1.0,0.0,0.0,4.53,5.81,0.0906
W_00058,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4980.529,4982.254,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,6.0,2.32,64.299,1.8804,75.6133,20.0,42.5,29.2,41.0,0.0,1.0,1.0,-1.1622,8.2344,7.1535,-6.3693,18.9923,1.3635,1.0,3.7921,12.1058,2.63,0.562,0.3267,1.0,0.2,0.0,4.71,6.0,0.0893
W_00059,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4981.129,4982.854,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,5.25,4.68,63.0337,3.7295,42.28,53.3333,42.5,29.2,41.0,0.0,1.0,1.0,2.0948,8.1899,6.976,-6.3693,18.9923,1.1915,0.8667,-6.3439,14.1724,-4.2492,0.6287,0.3,1.0,0.5333,0.0,5.31,5.25,-0.0039
W_00060,F1_2023_Italian_Grand_Prix_R_VER,VER,1.0,MEDIUM,1,4981.734,4983.574,F1_2023_Italian_Grand_Prix_R_VER_VER_STINT1,5.92,2.24,58.4292,6.1412,9.0442,66.6667,42.5,29.2,41.0,0.0,1.0,1.0,3.6741,8.5089,7.6254,-11.5617,18.9923,-0.7637,0.8,-12.7048,9.627,-9.0307,0.652,0.3,1.0,0.6667,0.0,5.88,5.92,-0.0601
